household_key,segment,segment_name,targeted,purchase_amount,purchase_count,cate_purchase,cate_visits,cate_primary
193,0,Unknown,1,669.66,16.0,23.28914377326555,-20.189965731232064,23.28914377326555
194,0,Unknown,1,219.46,8.0,-117.06841426295716,10.062614520165155,-117.06841426295716
195,0,Unknown,1,288.32,4.0,-892.274702470394,-68.76716891571306,-892.274702470394
196,0,Unknown,1,616.14,24.0,-1258.001716258571,-44.10203463414388,-1258.001716258571
198,0,Unknown,1,852.64,25.0,-2982.828862860828,-84.99250954853204,-2982.828862860828
205,0,Unknown,1,997.66,28.0,-277.6862738507069,-6.203489775631468,-277.6862738507069
208,0,Unknown,1,260.25,10.0,70.13893619293628,-7.918289094954218,70.13893619293628
209,0,Unknown,1,1328.6100000000001,37.0,-606.9196169009506,-65.5281477088541,-606.9196169009506
210,0,Unknown,1,518.44,25.0,-530.9544742288668,5.5211867264545305,-530.9544742288668
211,0,Unknown,1,341.71,22.0,-647.6464832569218,-35.40381256829488,-647.6464832569218
212,0,Unknown,1,222.02,7.0,-167.79160093080708,18.233869934374553,-167.79160093080708
214,0,Unknown,1,463.16,14.0,-749.4772709345305,-27.800583610363688,-749.4772709345305
215,0,Unknown,1,333.61,27.0,-536.7194722938101,-5.88835209835824,-536.7194722938101
216,0,Unknown,1,277.62,11.0,-286.0551751341004,-7.726141885694275,-286.0551751341004
217,0,Unknown,1,434.89,12.0,-20.395392974142965,-7.612257907630877,-20.395392974142965
218,0,Unknown,1,1381.5,26.0,-1107.265982039342,-120.70806958582136,-1107.265982039342
219,0,Unknown,1,1583.55,24.0,-424.78856330303006,-30.220084349236316,-424.78856330303006
220,0,Unknown,1,297.77,11.0,-560.3061974966233,-41.020390681519984,-560.3061974966233
221,0,Unknown,1,394.18,13.0,-435.2220422755496,-22.192582855710796,-435.2220422755496
222,0,Unknown,1,345.03000000000003,9.0,-1220.68044720024,-97.94937239102939,-1220.68044720024
223,0,Unknown,1,315.72,8.0,-639.1316936863043,-35.61549500905306,-639.1316936863043
226,0,Unknown,1,0.0,0.0,-321.79967857592055,-16.119283941410245,-321.79967857592055
227,0,Unknown,1,240.16,31.0,-1321.8965231345467,-36.582854716961066,-1321.8965231345467
228,0,Unknown,1,361.7,13.0,-158.95584889844304,-35.29136898405548,-158.95584889844304
230,0,Unknown,1,453.61,16.0,-951.9519004346772,-19.21600626543821,-951.9519004346772
232,0,Unknown,1,947.06,37.0,-4391.717643417795,-262.2241879868741,-4391.717643417795
235,0,Unknown,1,1230.66,24.0,-898.8492681264609,-98.95832516539954,-898.8492681264609
236,0,Unknown,1,178.76,6.0,46.57224499821331,7.2599111159595395,46.57224499821331
239,0,Unknown,1,469.67,29.0,-544.5783998799028,25.153312182445347,-544.5783998799028
242,0,Unknown,1,603.07,10.0,-700.0473551663633,-21.378150161120487,-700.0473551663633
243,0,Unknown,1,1250.46,35.0,-1188.5832994802777,-89.77058431704853,-1188.5832994802777
245,0,Unknown,1,124.73,3.0,-67.0688581641898,-15.385435003209352,-67.0688581641898
246,0,Unknown,1,147.5,8.0,65.8336415112467,-17.071786012875947,65.8336415112467
248,0,Unknown,1,848.91,5.0,-59.519967549221406,-16.942667488944693,-59.519967549221406
249,0,Unknown,1,392.15,20.0,68.14601919948484,-20.458017129806393,68.14601919948484
251,0,Unknown,1,294.1,9.0,-745.5613370837136,-19.268338172489592,-745.5613370837136
253,0,Unknown,1,920.09,29.0,-2910.68690059194,-155.41830279177145,-2910.68690059194
256,0,Unknown,1,1124.06,16.0,-327.5640079490572,-63.685832371649155,-327.5640079490572
257,0,Unknown,1,383.31,16.0,245.22755384154465,8.801354383177483,245.22755384154465
258,0,Unknown,1,356.96,23.0,450.58804527571226,21.23883860085047,450.58804527571226
261,0,Unknown,1,66.64,1.0,157.85428930345574,-13.294619280903376,157.85428930345574
262,0,Unknown,1,797.42,14.0,-1549.0813392187479,-84.74926686632492,-1549.0813392187479
263,0,Unknown,1,836.3,44.0,-1422.396384911578,-70.99976005316469,-1422.396384911578
264,0,Unknown,1,88.61,2.0,-730.0873045055548,-32.54619596302726,-730.0873045055548
265,0,Unknown,1,6.71,1.0,-512.8605487040536,-11.281545637777924,-512.8605487040536
266,0,Unknown,1,394.88,7.0,-515.9939478186111,-38.44110317551943,-515.9939478186111
271,0,Unknown,1,150.47,13.0,170.47933984926732,-29.343941458620797,170.47933984926732
273,0,Unknown,1,423.17,20.0,-336.0827375150385,-30.305669423878925,-336.0827375150385
275,0,Unknown,1,1058.55,51.0,-1203.2895816151563,-100.38161367769592,-1203.2895816151563
276,0,Unknown,1,940.23,28.0,-1061.7189955244323,-63.44950162377893,-1061.7189955244323
278,0,Unknown,1,192.73,6.0,-253.0367545150856,-5.84542805039851,-253.0367545150856
279,0,Unknown,1,612.47,16.0,212.04057371752663,1.3384444006350122,212.04057371752663
280,0,Unknown,1,206.94,12.0,-333.0908663195405,-32.52845840052416,-333.0908663195405
281,0,Unknown,1,177.53,12.0,-172.55391876677317,-8.866791801943322,-172.55391876677317
282,0,Unknown,1,627.91,20.0,-462.45663278599955,-16.871353510269444,-462.45663278599955
283,0,Unknown,1,1613.72,20.0,-1012.6651573005461,-48.19358809927547,-1012.6651573005461
285,0,Unknown,1,333.26,18.0,-960.5775473584497,-47.69472294167602,-960.5775473584497
287,0,Unknown,1,331.08,32.0,-49.32766374763345,-7.478768989611723,-49.32766374763345
288,0,Unknown,1,220.02,8.0,-261.8455455976077,-1.6855039979558342,-261.8455455976077
289,0,Unknown,1,580.11,17.0,-536.1526896881592,-33.909179546694986,-536.1526896881592
290,0,Unknown,1,1311.53,71.0,-618.8604034932683,-8.956627298753801,-618.8604034932683
291,0,Unknown,1,378.89,14.0,-467.5576992273908,-12.824209197808784,-467.5576992273908
293,0,Unknown,1,847.62,25.0,-665.1604677516191,-24.45794170079563,-665.1604677516191
294,0,Unknown,1,623.31,21.0,-707.0511490886576,-30.98719305826768,-707.0511490886576
297,0,Unknown,1,279.45,14.0,-249.25480982683519,1.1867855200305968,-249.25480982683519
300,0,Unknown,1,1143.29,24.0,-229.29672264599913,7.1464954680092205,-229.29672264599913
301,0,Unknown,1,1101.38,14.0,-1694.3240835975757,-101.12153593696024,-1694.3240835975757
302,0,Unknown,1,115.02,10.0,-238.27446785270416,-9.217684340518943,-238.27446785270416
303,0,Unknown,1,802.15,34.0,-666.7443678569749,-14.821787397885572,-666.7443678569749
304,0,Unknown,1,655.52,29.0,-1195.915961397508,-32.64129267007502,-1195.915961397508
305,0,Unknown,1,436.07,14.0,187.2602427249093,-10.283134879083647,187.2602427249093
306,0,Unknown,1,640.86,26.0,-345.45912068935274,-18.261828580361453,-345.45912068935274
307,0,Unknown,1,267.52,41.0,-578.8388303225038,7.689829753959344,-578.8388303225038
308,0,Unknown,1,678.65,22.0,-280.69438009103817,-11.836594316717964,-280.69438009103817
312,0,Unknown,1,540.21,5.0,43.68158642957724,2.9062339398139443,43.68158642957724
317,0,Unknown,1,682.04,5.0,-539.4224950808975,-37.919509980650105,-539.4224950808975
318,0,Unknown,1,180.19,18.0,-98.50451731175815,-3.341762614723791,-98.50451731175815
319,0,Unknown,1,420.93,10.0,-25.482835041584394,-5.406875605865594,-25.482835041584394
321,0,Unknown,1,1035.06,22.0,-966.8726289041964,-90.00214520148918,-966.8726289041964
322,0,Unknown,1,323.96,11.0,-351.80451016535494,12.458505958980766,-351.80451016535494
324,0,Unknown,1,1024.23,23.0,10.161543807398061,-7.162876340515481,10.161543807398061
328,0,Unknown,1,2204.2,36.0,-2843.3054445389625,-272.42476734466777,-2843.3054445389625
329,0,Unknown,1,272.78000000000003,19.0,-650.2218582921438,-8.658102950451195,-650.2218582921438
330,0,Unknown,1,649.11,71.0,-284.3268925115458,3.8947984336623165,-284.3268925115458
331,0,Unknown,1,214.77,8.0,-131.91566605963982,15.831430451606579,-131.91566605963982
332,0,Unknown,1,368.8,13.0,-63.95630443157853,14.278327924371723,-63.95630443157853
333,0,Unknown,1,70.38,3.0,-250.69757634210418,-6.252231642866207,-250.69757634210418
334,0,Unknown,1,765.9,68.0,-355.84461103654314,6.500289083364294,-355.84461103654314
335,0,Unknown,1,391.40000000000003,20.0,-626.6712815740395,-14.781286642202943,-626.6712815740395
336,0,Unknown,1,489.73,25.0,-91.97040049948527,-6.9582569040366025,-91.97040049948527
337,0,Unknown,1,120.59,9.0,228.7098201697907,0.5167519493740258,228.7098201697907
338,0,Unknown,1,530.87,32.0,-299.52506624665693,5.5323243568737865,-299.52506624665693
339,0,Unknown,1,103.26,7.0,-661.5851743098669,-1.069094137704866,-661.5851743098669
342,0,Unknown,1,211.22,4.0,-379.46503057332893,-6.195508199727627,-379.46503057332893
343,0,Unknown,1,135.60999999999999,5.0,-531.6028975388579,-18.81136885459722,-531.6028975388579
345,0,Unknown,1,752.13,25.0,-699.4931284412713,-7.072116188645197,-699.4931284412713
346,0,Unknown,1,952.9300000000001,21.0,-707.2817376785,-45.35047189458719,-707.2817376785
348,0,Unknown,1,384.34000000000003,20.0,-94.40977932871033,16.850413885701897,-94.40977932871033
350,0,Unknown,1,211.10999999999999,10.0,432.17465786827324,10.618251689319223,432.17465786827324
351,0,Unknown,1,1218.26,39.0,-1330.6499855606032,-137.39209327605573,-1330.6499855606032
353,0,Unknown,1,539.74,24.0,-439.448195805845,5.846403548794484,-439.448195805845
354,0,Unknown,1,1346.08,24.0,-1404.9696979624164,-64.8137265493263,-1404.9696979624164
356,0,Unknown,1,442.86,28.0,-756.8823198195028,-84.6994304022331,-756.8823198195028
358,0,Unknown,1,1847.58,69.0,-3078.8383126399804,-222.16878150235652,-3078.8383126399804
361,0,Unknown,1,1127.91,23.0,-725.937433895943,-20.986853825009746,-725.937433895943
362,0,Unknown,1,377.68,11.0,-535.6462958587795,-31.457639045936588,-535.6462958587795
364,0,Unknown,1,203.12,7.0,-353.2278694668589,-11.617706260289822,-353.2278694668589
365,0,Unknown,1,1037.21,22.0,-706.3968642103359,-49.67531243547202,-706.3968642103359
367,0,Unknown,1,533.22,8.0,-624.5792156436481,-20.757663029449958,-624.5792156436481
368,0,Unknown,1,296.99,9.0,131.35772928491076,-3.925748938362858,131.35772928491076
370,0,Unknown,1,0.0,0.0,-1169.3312462969288,-62.89269240305441,-1169.3312462969288
371,0,Unknown,1,2175.19,27.0,-2209.014441146076,-145.99984725425765,-2209.014441146076
374,0,Unknown,1,1419.82,30.0,-238.90348166756962,-12.154471355210774,-238.90348166756962
376,0,Unknown,1,620.62,62.0,-924.6333790870912,-62.63774987554788,-924.6333790870912
377,0,Unknown,1,139.95,10.0,-761.0487863324481,-21.100075640585374,-761.0487863324481
378,0,Unknown,1,777.77,47.0,60.83561119509881,-11.036743105383877,60.83561119509881
380,0,Unknown,1,1068.31,19.0,-1484.1830032464864,-126.29911625343837,-1484.1830032464864
381,0,Unknown,1,242.54,9.0,128.8370076316819,-7.140045824470377,128.8370076316819
383,0,Unknown,1,662.44,22.0,-1195.8835876547103,-118.54653291814836,-1195.8835876547103
384,0,Unknown,1,784.37,13.0,49.48829193467452,-1.9158973881901318,49.48829193467452
386,0,Unknown,1,1250.61,66.0,-848.9952487575661,6.102009758932468,-848.9952487575661
387,0,Unknown,1,525.6800000000001,12.0,-829.507877983292,-58.54450039529692,-829.507877983292
389,0,Unknown,1,1969.51,37.0,-2278.7764689809687,-233.40562082749062,-2278.7764689809687
390,0,Unknown,1,215.11,9.0,-429.80105251959947,-22.063630726161023,-429.80105251959947
391,0,Unknown,1,62.22,7.0,-214.03007208847328,-1.7782662344748985,-214.03007208847328
392,0,Unknown,1,1555.72,16.0,-1432.5556481973044,-136.25311857059754,-1432.5556481973044
393,0,Unknown,1,656.29,33.0,-849.5625970616566,8.17614602416046,-849.5625970616566
394,0,Unknown,1,202.17000000000002,8.0,-279.45521530198005,-4.8117519690628825,-279.45521530198005
396,0,Unknown,1,328.16,15.0,-617.7093158057553,-19.86148645934999,-617.7093158057553
397,0,Unknown,1,797.58,30.0,-1076.9398916851087,-69.58212362000535,-1076.9398916851087
398,0,Unknown,1,248.81,24.0,-724.5931340419928,-6.2714971340843135,-724.5931340419928
402,0,Unknown,1,217.97,12.0,-75.70299707068637,0.5239863043094317,-75.70299707068637
403,0,Unknown,1,58.69,6.0,-109.44394304685642,14.698109379995913,-109.44394304685642
404,0,Unknown,1,595.58,25.0,-598.9950295025741,-33.07223777717681,-598.9950295025741
405,0,Unknown,1,447.37,12.0,226.3923269784642,4.069403677091543,226.3923269784642
408,0,Unknown,1,200.04,6.0,-241.73388273182854,-23.047839882511994,-241.73388273182854
409,0,Unknown,1,739.13,12.0,-113.32696218420784,7.430996379966871,-113.32696218420784
410,0,Unknown,1,231.46,24.0,-277.5449525608481,-0.9101389299901115,-277.5449525608481
411,0,Unknown,1,1212.76,28.0,-661.3068823964918,-99.2183066354581,-661.3068823964918
412,0,Unknown,1,426.87,13.0,-869.6409016493548,-9.305601158488713,-869.6409016493548
413,0,Unknown,1,684.96,31.0,117.4306851793076,-16.262829326735627,117.4306851793076
414,0,Unknown,1,254.31,19.0,-642.0150181049173,-5.50483626755576,-642.0150181049173
418,0,Unknown,1,1418.04,33.0,-1021.8854110946295,-48.28436632772548,-1021.8854110946295
419,0,Unknown,1,35.45,5.0,-360.37722002872465,-44.896034796237174,-360.37722002872465
420,0,Unknown,1,490.09000000000003,22.0,-246.07784717130852,2.4646324093990586,-246.07784717130852
421,0,Unknown,1,731.19,18.0,-1165.4007955259692,-52.9607982570048,-1165.4007955259692
425,0,Unknown,1,410.71,14.0,-556.7231027090328,-29.7068285322394,-556.7231027090328
426,0,Unknown,1,1109.4,34.0,-1071.1233920252907,-103.25647224853265,-1071.1233920252907
428,0,Unknown,1,354.74,11.0,-876.7585138163943,-15.975426985567452,-876.7585138163943
432,0,Unknown,1,238.11,17.0,394.65044409489246,-13.021694573380444,394.65044409489246
433,0,Unknown,1,69.0,6.0,-128.81428226937192,16.934156843479897,-128.81428226937192
434,0,Unknown,1,521.12,17.0,-787.63870647574,-33.49197950190765,-787.63870647574
437,0,Unknown,1,776.53,11.0,-179.26501936564898,-64.87814742211297,-179.26501936564898
438,0,Unknown,1,1043.93,14.0,-594.8538721750683,-53.75119180834105,-594.8538721750683
441,0,Unknown,1,443.77,16.0,-761.8529949876678,-67.33779430434309,-761.8529949876678
442,0,Unknown,1,142.76,9.0,-254.5380854253557,11.399120876028988,-254.5380854253557
443,0,Unknown,1,363.47,9.0,-422.6240857043034,-20.725341211781384,-422.6240857043034
445,0,Unknown,1,590.53,40.0,-1211.1546407659052,-49.12240893446861,-1211.1546407659052
447,0,Unknown,1,331.76,35.0,-163.48237651960483,4.5984422265692615,-163.48237651960483
450,0,Unknown,1,231.56,9.0,-555.5799558098681,-42.819016115650214,-555.5799558098681
451,0,Unknown,1,364.26,19.0,-619.397635028696,-5.983962601938359,-619.397635028696
454,0,Unknown,1,1089.81,48.0,-625.0847705374179,-15.270801061164832,-625.0847705374179
456,0,Unknown,1,750.07,11.0,-55.523169453666696,-34.09319514271587,-55.523169453666696
458,0,Unknown,1,421.88,29.0,-456.905403040596,-13.994287134443852,-456.905403040596
459,0,Unknown,1,161.53,14.0,43.49748811637289,-10.648161439798272,43.49748811637289
460,0,Unknown,1,88.36,16.0,-160.59835589247282,-1.5597923020814903,-160.59835589247282
462,0,Unknown,1,277.43,16.0,-556.599337052986,0.6235019047229287,-556.599337052986
463,0,Unknown,1,860.24,107.0,-2941.879160640964,-193.89213767589646,-2941.879160640964
464,0,Unknown,1,388.11,19.0,371.9130677569344,13.809185586911966,371.9130677569344
467,0,Unknown,1,286.94,26.0,-481.02460055644576,-4.4151723607958075,-481.02460055644576
468,0,Unknown,1,558.15,49.0,-987.9205819044461,-73.93713715890328,-987.9205819044461
469,0,Unknown,1,918.8100000000001,15.0,-311.47620965294004,-13.989296552165086,-311.47620965294004
470,0,Unknown,1,360.92,24.0,-2973.835070656287,-18.029668421759197,-2973.835070656287
472,0,Unknown,1,1257.91,15.0,-2063.210550010083,-162.82402592148736,-2063.210550010083
473,0,Unknown,1,473.61,11.0,85.49619166321872,-27.85392239469914,85.49619166321872
475,0,Unknown,1,105.36,6.0,-366.7787023255913,3.701538109200783,-366.7787023255913
479,0,Unknown,1,273.68,8.0,-778.5384999823245,-16.76973425484165,-778.5384999823245
480,0,Unknown,1,457.0,8.0,-232.17992630120824,-10.35484436632143,-232.17992630120824
481,0,Unknown,1,108.32000000000001,2.0,-163.50439355902017,23.7131203826018,-163.50439355902017
482,0,Unknown,1,100.41,3.0,-544.29244076889,-8.309813567304843,-544.29244076889
483,0,Unknown,1,207.29,13.0,-107.40452673878644,-23.015846322364865,-107.40452673878644
484,0,Unknown,1,403.62,16.0,-591.1052178367121,-15.16940483580882,-591.1052178367121
489,0,Unknown,1,898.25,27.0,-369.3625635019987,-21.707175767474183,-369.3625635019987
